id,title,author,text,state,date_published,source,category,sentiment_score,word_count,char_count,has_images,has_videos,readability_score,num_shares,num_comments,political_bias,fact_check_rating,is_satirical,trust_score,source_reputation,clickbait_score,plagiarism_score,label
1819,Breaking News 1819,Chris Lee,This is the content of article 1819. It contains detailed analysis and reports.,Massachusetts,17-04-2023,Daily Mail,Politics,-0.59,1254,6789,0,0,43.45,33022,396,Right,Mixed,0,74,3,0.67,46.6,Fake
1820,Breaking News 1820,John Doe,This is the content of article 1820. It contains detailed analysis and reports.,New Jersey,03-11-2023,Reuters,Health,0.26,1291,1793,1,1,34.1,43722,900,Center,Mixed,1,97,5,1,92.25,Real
1821,Breaking News 1821,Emily Davis,This is the content of article 1821. It contains detailed analysis and reports.,Georgia,01-03-2023,The Onion,Technology,-0.99,593,4739,1,1,36.81,17709,887,Left,Mixed,1,27,5,0.28,50.38,Real
1822,Breaking News 1822,Alex Johnson,This is the content of article 1822. It contains detailed analysis and reports.,Washington,21-03-2023,BBC,Health,0.64,974,4399,0,0,68.05,14855,878,Left,TRUE,0,36,5,0.52,12.87,Real
1823,Breaking News 1823,Jane Smith,This is the content of article 1823. It contains detailed analysis and reports.,Ohio,30-06-2020,InfoWars,Sports,-0.82,1227,973,0,0,44.53,37889,961,Right,FALSE,0,41,5,0.44,76.5,Real
1824,Breaking News 1824,Jane Smith,This is the content of article 1824. It contains detailed analysis and reports.,New York,02-06-2023,Fox News,Sports,0.92,361,7820,0,0,45.01,42115,872,Left,FALSE,0,14,2,0.58,16.38,Real
1825,Breaking News 1825,John Doe,This is the content of article 1825. It contains detailed analysis and reports.,Maryland,01-02-2020,Washington Post,Entertainment,-0.38,944,1508,1,0,43.02,42851,331,Left,TRUE,0,55,5,0.82,14.51,Fake
1826,Breaking News 1826,John Doe,This is the content of article 1826. It contains detailed analysis and reports.,Wisconsin,28-05-2023,New York Times,Business,0.85,256,5900,1,1,68.36,1189,820,Right,TRUE,0,19,8,0.59,87.13,Real
1827,Breaking News 1827,Alex Johnson,This is the content of article 1827. It contains detailed analysis and reports.,Indiana,29-12-2022,Daily Mail,Entertainment,0.36,259,6662,0,0,60.14,9851,254,Left,TRUE,1,100,1,0.28,97.62,Real
1828,Breaking News 1828,Emily Davis,This is the content of article 1828. It contains detailed analysis and reports.,Florida,07-12-2020,BBC,Business,0.62,616,4745,1,1,58.68,14134,1,Right,Mixed,0,59,2,0.51,53.42,Real
1829,Breaking News 1829,Chris Lee,This is the content of article 1829. It contains detailed analysis and reports.,Michigan,15-01-2024,Washington Post,Health,-0.63,365,1925,0,1,51.82,6784,300,Center,Mixed,0,7,2,0.51,60.81,Fake
1830,Breaking News 1830,Emily Davis,This is the content of article 1830. It contains detailed analysis and reports.,Wisconsin,29-05-2022,Fox News,Business,0.7,1440,6658,1,1,47.22,23971,471,Center,FALSE,1,27,6,0.16,34.3,Fake
1831,Breaking News 1831,John Doe,This is the content of article 1831. It contains detailed analysis and reports.,Illinois,04-01-2021,Reuters,Entertainment,-0.11,207,7648,1,0,48.35,13127,219,Right,TRUE,0,93,5,0.19,71.54,Fake
1832,Breaking News 1832,Alex Johnson,This is the content of article 1832. It contains detailed analysis and reports.,Michigan,16-10-2021,BBC,Business,-0.46,287,4574,1,0,78.45,33112,755,Center,FALSE,1,20,4,0.88,9.04,Real
1833,Breaking News 1833,John Doe,This is the content of article 1833. It contains detailed analysis and reports.,Tennessee,02-02-2023,Fox News,Business,-0.96,575,3137,0,1,36.95,6977,33,Center,Mixed,0,69,8,0.25,76.67,Fake
1834,Breaking News 1834,John Doe,This is the content of article 1834. It contains detailed analysis and reports.,Missouri,17-08-2021,New York Times,Sports,0.62,256,4316,0,1,71.02,8184,627,Left,TRUE,0,36,4,0.28,98.81,Fake
1835,Breaking News 1835,Emily Davis,This is the content of article 1835. It contains detailed analysis and reports.,Maryland,25-05-2021,InfoWars,Sports,0.91,967,688,1,0,72.2,24276,428,Left,FALSE,0,17,7,0.72,90.55,Real
1836,Breaking News 1836,Emily Davis,This is the content of article 1836. It contains detailed analysis and reports.,Tennessee,26-06-2023,InfoWars,Sports,0.39,1013,2470,0,0,73.88,6171,640,Center,Mixed,0,96,9,0.99,30.68,Fake
1837,Breaking News 1837,Alex Johnson,This is the content of article 1837. It contains detailed analysis and reports.,Massachusetts,25-11-2020,Snopes,Technology,0.03,106,6480,0,0,64.84,38630,182,Center,FALSE,0,58,6,0.32,34.86,Real
1838,Breaking News 1838,Alex Johnson,This is the content of article 1838. It contains detailed analysis and reports.,Arizona,19-08-2022,HuffPost,Business,-0.79,858,1102,1,0,60.94,15835,401,Left,FALSE,0,3,5,0.02,57.12,Real
1839,Breaking News 1839,Alex Johnson,This is the content of article 1839. It contains detailed analysis and reports.,New York,26-05-2023,Washington Post,Business,-0.68,327,6723,0,1,56.93,21916,954,Right,FALSE,0,98,7,0.13,64.1,Real
1840,Breaking News 1840,John Doe,This is the content of article 1840. It contains detailed analysis and reports.,Tennessee,09-06-2020,InfoWars,Technology,-0.23,189,3372,0,1,66.66,43009,772,Right,FALSE,0,37,1,0.7,44.38,Fake
1841,Breaking News 1841,Alex Johnson,This is the content of article 1841. It contains detailed analysis and reports.,Missouri,30-12-2021,Daily Mail,Business,0.24,1117,3237,0,0,67.87,4767,298,Center,Mixed,1,82,6,0.31,46.71,Real
1842,Breaking News 1842,Emily Davis,This is the content of article 1842. It contains detailed analysis and reports.,Illinois,10-05-2022,The Guardian,Health,0,1276,4409,1,1,35.8,41857,860,Right,Mixed,1,85,1,0.17,58.67,Fake
1843,Breaking News 1843,Emily Davis,This is the content of article 1843. It contains detailed analysis and reports.,Michigan,22-03-2020,BBC,Health,0.26,566,4698,0,1,74.6,4847,790,Center,TRUE,0,85,2,0.43,84.82,Fake
1844,Breaking News 1844,Emily Davis,This is the content of article 1844. It contains detailed analysis and reports.,Arizona,07-05-2021,Snopes,Business,-0.55,230,5995,0,1,49.45,26208,128,Center,TRUE,1,21,3,0.1,28,Real
1845,Breaking News 1845,Chris Lee,This is the content of article 1845. It contains detailed analysis and reports.,Pennsylvania,19-06-2020,New York Times,Health,0.42,1442,2755,0,0,79.61,49449,962,Right,Mixed,0,99,1,0.16,51.84,Fake
1846,Breaking News 1846,Chris Lee,This is the content of article 1846. It contains detailed analysis and reports.,Michigan,20-10-2022,CNN,Politics,0.22,1496,5293,1,1,49.79,27475,354,Center,Mixed,1,85,6,0.64,16.81,Real
1847,Breaking News 1847,John Doe,This is the content of article 1847. It contains detailed analysis and reports.,Illinois,08-06-2022,Daily Mail,Business,-0.98,340,5676,1,0,53.95,20151,522,Center,Mixed,1,26,8,0.57,15.85,Fake
1848,Breaking News 1848,Chris Lee,This is the content of article 1848. It contains detailed analysis and reports.,New York,06-09-2020,Washington Post,Business,-0.98,1173,3480,1,1,78.31,27612,40,Right,FALSE,1,82,6,0.02,47.82,Real
1849,Breaking News 1849,John Doe,This is the content of article 1849. It contains detailed analysis and reports.,New Jersey,26-10-2020,CNN,Health,-0.35,879,2730,0,1,35.38,9508,774,Left,TRUE,0,1,10,0.31,79.93,Real
1850,Breaking News 1850,Jane Smith,This is the content of article 1850. It contains detailed analysis and reports.,Wisconsin,17-06-2020,CNN,Politics,0.12,1405,7712,1,0,77.51,24565,712,Left,FALSE,0,0,7,0.81,52.54,Fake
1851,Breaking News 1851,Emily Davis,This is the content of article 1851. It contains detailed analysis and reports.,New York,02-01-2022,HuffPost,Business,0.51,631,6372,1,1,33.43,22590,801,Left,TRUE,0,69,1,0.15,28.92,Fake
1852,Breaking News 1852,John Doe,This is the content of article 1852. It contains detailed analysis and reports.,Virginia,15-07-2023,The Guardian,Politics,-0.43,1035,6989,0,1,61.76,36429,558,Left,TRUE,1,55,6,0.17,39.83,Fake
1853,Breaking News 1853,Alex Johnson,This is the content of article 1853. It contains detailed analysis and reports.,North Carolina,29-07-2021,The Guardian,Sports,-0.88,1210,1712,1,1,53.57,3577,227,Center,TRUE,0,43,1,0.37,53.28,Fake
1854,Breaking News 1854,John Doe,This is the content of article 1854. It contains detailed analysis and reports.,Washington,14-01-2021,Reuters,Technology,-1,684,1361,1,0,37.38,18394,252,Center,Mixed,1,80,5,0.93,49.5,Fake
1855,Breaking News 1855,John Doe,This is the content of article 1855. It contains detailed analysis and reports.,Pennsylvania,04-09-2020,New York Times,Health,-0.01,1245,7469,0,1,71.21,46108,60,Left,Mixed,0,79,10,0.91,41.9,Fake
1856,Breaking News 1856,Chris Lee,This is the content of article 1856. It contains detailed analysis and reports.,Ohio,13-12-2021,Fox News,Politics,-0.59,1110,7313,1,0,44.88,21677,555,Left,Mixed,0,15,2,0.93,90.19,Fake
1857,Breaking News 1857,John Doe,This is the content of article 1857. It contains detailed analysis and reports.,California,26-10-2020,Breitbart,Sports,-0.2,648,5205,1,0,75.04,5242,586,Left,TRUE,1,10,6,0.09,52.89,Fake
1858,Breaking News 1858,Jane Smith,This is the content of article 1858. It contains detailed analysis and reports.,Michigan,06-06-2022,Snopes,Health,-0.23,1107,3627,0,0,55.98,5869,296,Center,Mixed,0,91,7,0.53,45.35,Fake
1859,Breaking News 1859,Alex Johnson,This is the content of article 1859. It contains detailed analysis and reports.,New Jersey,21-07-2020,Breitbart,Technology,0.73,933,2443,0,0,52.48,36439,243,Left,FALSE,1,19,6,0.05,51.12,Real
1860,Breaking News 1860,Emily Davis,This is the content of article 1860. It contains detailed analysis and reports.,North Carolina,03-11-2022,New York Times,Health,0.98,417,1375,1,0,39.36,9566,905,Left,FALSE,1,100,9,0.96,91.26,Fake
1861,Breaking News 1861,John Doe,This is the content of article 1861. It contains detailed analysis and reports.,Maryland,02-10-2022,Daily Mail,Sports,-0.49,1053,5427,0,0,70.05,16798,674,Right,FALSE,0,43,7,0.09,46.64,Real
1862,Breaking News 1862,Emily Davis,This is the content of article 1862. It contains detailed analysis and reports.,Texas,25-01-2023,The Onion,Business,0.07,292,2483,1,0,71.6,17899,944,Center,TRUE,1,19,4,0.23,81.71,Fake
1863,Breaking News 1863,Emily Davis,This is the content of article 1863. It contains detailed analysis and reports.,Illinois,27-05-2020,Reuters,Entertainment,0.59,132,7776,0,1,42.48,41591,72,Center,Mixed,0,18,10,0.4,88.23,Fake
1864,Breaking News 1864,Chris Lee,This is the content of article 1864. It contains detailed analysis and reports.,Washington,30-08-2022,The Guardian,Sports,-0.6,927,1150,1,0,65.03,42659,584,Right,FALSE,0,70,10,0.77,29.18,Real
1865,Breaking News 1865,Jane Smith,This is the content of article 1865. It contains detailed analysis and reports.,Missouri,14-07-2022,Daily Mail,Business,-0.37,301,4054,0,0,74.78,41540,125,Left,TRUE,0,27,10,0.35,49.51,Real
1866,Breaking News 1866,Emily Davis,This is the content of article 1866. It contains detailed analysis and reports.,Tennessee,04-06-2020,The Guardian,Health,-0.53,1414,3453,0,0,70.66,22093,588,Right,Mixed,0,42,7,0.3,64.78,Fake
1867,Breaking News 1867,Chris Lee,This is the content of article 1867. It contains detailed analysis and reports.,Washington,21-09-2022,Daily Mail,Sports,0.38,946,611,1,0,68,9243,277,Right,TRUE,1,11,10,0.26,19.69,Real
1868,Breaking News 1868,Alex Johnson,This is the content of article 1868. It contains detailed analysis and reports.,Tennessee,23-06-2023,The Onion,Health,-0.58,472,7996,0,0,37.09,28415,898,Right,FALSE,0,73,3,0.57,83.26,Real
1869,Breaking News 1869,Chris Lee,This is the content of article 1869. It contains detailed analysis and reports.,Maryland,18-07-2020,CNN,Politics,-0.14,1074,7817,0,0,32.08,29679,728,Right,Mixed,1,48,8,0.63,12.97,Fake
1870,Breaking News 1870,John Doe,This is the content of article 1870. It contains detailed analysis and reports.,Massachusetts,11-07-2022,New York Times,Sports,0.83,1117,1938,1,0,45.69,7018,511,Center,Mixed,0,70,6,0.53,85.14,Real
1871,Breaking News 1871,Jane Smith,This is the content of article 1871. It contains detailed analysis and reports.,Ohio,04-02-2023,New York Times,Politics,0.39,148,4701,1,1,50.5,25645,366,Right,Mixed,0,25,7,0.44,69.82,Fake
1872,Breaking News 1872,Emily Davis,This is the content of article 1872. It contains detailed analysis and reports.,Wisconsin,27-12-2021,InfoWars,Technology,-0.45,1443,5135,0,0,47.17,44068,684,Center,FALSE,1,10,1,0.83,97.32,Real
1873,Breaking News 1873,Jane Smith,This is the content of article 1873. It contains detailed analysis and reports.,Washington,28-03-2020,HuffPost,Health,-0.01,1227,579,0,0,53.94,48656,257,Center,Mixed,0,21,4,0.93,65.42,Fake
1874,Breaking News 1874,Chris Lee,This is the content of article 1874. It contains detailed analysis and reports.,Georgia,09-08-2021,HuffPost,Business,-0.53,586,2664,0,1,33.81,36721,230,Left,FALSE,0,39,4,0.55,38.24,Real
1875,Breaking News 1875,John Doe,This is the content of article 1875. It contains detailed analysis and reports.,California,06-01-2022,BBC,Health,-0.09,878,1809,0,0,39.45,2839,559,Center,FALSE,1,100,4,0.33,12.01,Fake
1876,Breaking News 1876,John Doe,This is the content of article 1876. It contains detailed analysis and reports.,Massachusetts,14-05-2023,InfoWars,Health,-0.2,535,7446,1,0,58.92,33698,710,Center,TRUE,0,98,9,0.83,9.52,Fake
1877,Breaking News 1877,Alex Johnson,This is the content of article 1877. It contains detailed analysis and reports.,Florida,19-07-2021,Daily Mail,Entertainment,-0.26,179,6058,1,0,37.15,23943,518,Left,Mixed,0,47,2,0.89,67.82,Fake
1878,Breaking News 1878,John Doe,This is the content of article 1878. It contains detailed analysis and reports.,California,20-06-2020,The Onion,Business,-0.98,1318,3433,0,1,55.39,7752,546,Center,FALSE,1,26,7,0.84,58.42,Fake
1879,Breaking News 1879,Jane Smith,This is the content of article 1879. It contains detailed analysis and reports.,Indiana,23-08-2023,Washington Post,Politics,-0.03,952,5557,1,1,30.7,391,749,Right,FALSE,1,57,9,0.96,48.29,Real
1880,Breaking News 1880,Alex Johnson,This is the content of article 1880. It contains detailed analysis and reports.,Maryland,09-10-2021,BBC,Sports,0.12,244,3168,1,0,38.46,37260,842,Right,FALSE,0,28,9,0.27,1.91,Real
1881,Breaking News 1881,John Doe,This is the content of article 1881. It contains detailed analysis and reports.,New Jersey,25-03-2023,Daily Mail,Politics,0.74,1483,4340,0,0,55.32,39829,385,Right,TRUE,1,77,2,0.64,18.72,Fake
1882,Breaking News 1882,Emily Davis,This is the content of article 1882. It contains detailed analysis and reports.,North Carolina,31-01-2022,BBC,Politics,0.64,637,6957,1,1,48.42,13594,510,Center,FALSE,0,79,10,0.85,98.4,Fake
1883,Breaking News 1883,Alex Johnson,This is the content of article 1883. It contains detailed analysis and reports.,Indiana,02-11-2021,Fox News,Health,0.59,610,2575,0,0,64.52,42289,636,Center,Mixed,1,86,2,0.64,18.87,Fake
1884,Breaking News 1884,Jane Smith,This is the content of article 1884. It contains detailed analysis and reports.,Washington,13-02-2020,Snopes,Politics,-0.34,1199,4411,0,1,54.02,16719,699,Center,TRUE,1,100,10,0.09,88.5,Real
1885,Breaking News 1885,John Doe,This is the content of article 1885. It contains detailed analysis and reports.,Illinois,17-06-2023,Breitbart,Technology,0.61,528,4291,1,0,74.88,37541,238,Left,FALSE,1,93,8,0.3,32.42,Fake
1886,Breaking News 1886,John Doe,This is the content of article 1886. It contains detailed analysis and reports.,North Carolina,29-03-2020,Washington Post,Business,0.91,1095,6491,0,0,36.97,28572,6,Left,FALSE,1,35,10,0.57,30.83,Real
1887,Breaking News 1887,Emily Davis,This is the content of article 1887. It contains detailed analysis and reports.,Missouri,24-10-2020,Fox News,Politics,0.44,614,2180,1,0,45.93,47828,33,Right,Mixed,1,99,9,0.4,47.53,Real
1888,Breaking News 1888,Emily Davis,This is the content of article 1888. It contains detailed analysis and reports.,Missouri,21-06-2020,The Onion,Entertainment,-0.65,1470,7318,1,0,34.11,18760,757,Left,FALSE,0,16,1,0.33,69.73,Real
1889,Breaking News 1889,Jane Smith,This is the content of article 1889. It contains detailed analysis and reports.,Wisconsin,03-02-2023,Snopes,Politics,0.71,169,2366,1,0,50.5,47196,81,Center,FALSE,1,64,6,0.49,8.17,Fake
1890,Breaking News 1890,Jane Smith,This is the content of article 1890. It contains detailed analysis and reports.,Arizona,18-04-2021,BBC,Health,-0.44,432,2816,1,1,45.97,13686,60,Right,TRUE,1,80,7,0.59,64.03,Real
1891,Breaking News 1891,John Doe,This is the content of article 1891. It contains detailed analysis and reports.,New York,29-08-2023,New York Times,Sports,-0.83,1011,603,1,1,60.31,4743,587,Left,TRUE,0,4,1,0.43,97.32,Fake
1892,Breaking News 1892,Alex Johnson,This is the content of article 1892. It contains detailed analysis and reports.,Wisconsin,12-04-2020,CNN,Sports,0.11,817,1588,1,0,77.5,41426,997,Center,FALSE,1,91,5,0.21,43.22,Real
1893,Breaking News 1893,Alex Johnson,This is the content of article 1893. It contains detailed analysis and reports.,Pennsylvania,10-06-2022,Snopes,Entertainment,-0.64,1043,6026,0,0,59.6,7861,349,Left,Mixed,0,61,4,0.35,91.13,Fake
1894,Breaking News 1894,Chris Lee,This is the content of article 1894. It contains detailed analysis and reports.,Georgia,30-01-2020,Fox News,Sports,0.97,453,5372,1,0,53.28,39389,157,Left,FALSE,1,88,10,0.7,57.12,Fake
1895,Breaking News 1895,Jane Smith,This is the content of article 1895. It contains detailed analysis and reports.,Texas,17-01-2023,The Guardian,Entertainment,-0.8,593,733,0,0,71.7,19478,674,Right,FALSE,0,64,2,0.02,8.09,Fake
1896,Breaking News 1896,John Doe,This is the content of article 1896. It contains detailed analysis and reports.,Virginia,29-10-2023,Reuters,Technology,0.62,1470,5682,1,0,50.98,3982,148,Left,TRUE,0,16,4,0.52,60.84,Fake
1897,Breaking News 1897,Jane Smith,This is the content of article 1897. It contains detailed analysis and reports.,Massachusetts,12-10-2020,CNN,Business,-0.48,1217,7256,0,1,48.53,20492,149,Center,FALSE,1,46,10,0.79,54.07,Fake
1898,Breaking News 1898,Jane Smith,This is the content of article 1898. It contains detailed analysis and reports.,Washington,07-11-2020,HuffPost,Politics,0.29,1138,619,1,1,65.98,44640,787,Left,Mixed,0,31,1,0.44,13.97,Real
1899,Breaking News 1899,Jane Smith,This is the content of article 1899. It contains detailed analysis and reports.,Virginia,26-05-2022,CNN,Entertainment,-0.82,482,2245,1,0,67.61,35331,918,Right,TRUE,1,75,3,0.26,42.92,Fake
1900,Breaking News 1900,Jane Smith,This is the content of article 1900. It contains detailed analysis and reports.,California,22-03-2022,BBC,Entertainment,-0.52,1117,2235,1,1,47.21,24506,398,Right,TRUE,1,92,5,0.12,29,Fake
1901,Breaking News 1901,Emily Davis,This is the content of article 1901. It contains detailed analysis and reports.,Washington,16-10-2020,Reuters,Entertainment,-0.57,761,5812,0,1,63.52,26362,779,Right,Mixed,0,7,9,0.07,63.42,Real
1902,Breaking News 1902,Chris Lee,This is the content of article 1902. It contains detailed analysis and reports.,Michigan,29-12-2021,InfoWars,Entertainment,-0.65,822,6720,1,1,59.52,624,256,Center,FALSE,0,53,7,0.96,91.74,Fake
1903,Breaking News 1903,Emily Davis,This is the content of article 1903. It contains detailed analysis and reports.,Michigan,11-09-2020,InfoWars,Politics,0.56,271,3477,1,1,67.15,35247,371,Right,FALSE,1,14,3,0.67,25.55,Fake
1904,Breaking News 1904,Jane Smith,This is the content of article 1904. It contains detailed analysis and reports.,Texas,17-06-2020,The Onion,Health,-0.94,782,4890,1,1,47.31,49279,638,Left,TRUE,1,24,6,0.67,11.95,Real
1905,Breaking News 1905,John Doe,This is the content of article 1905. It contains detailed analysis and reports.,North Carolina,11-10-2020,HuffPost,Entertainment,0.3,112,7854,0,1,61.96,38905,935,Left,FALSE,0,35,5,0.32,83.94,Fake
1906,Breaking News 1906,Emily Davis,This is the content of article 1906. It contains detailed analysis and reports.,New York,25-06-2021,Washington Post,Sports,-0.85,450,2378,1,0,30.43,21935,400,Center,TRUE,0,98,5,0.22,35.75,Real
1907,Breaking News 1907,Chris Lee,This is the content of article 1907. It contains detailed analysis and reports.,Washington,05-05-2021,Reuters,Entertainment,-0.26,795,4441,0,1,52.39,33203,506,Right,TRUE,0,91,2,0.72,59.06,Fake
1908,Breaking News 1908,John Doe,This is the content of article 1908. It contains detailed analysis and reports.,Florida,29-12-2023,New York Times,Health,0.6,504,7400,0,1,67.87,16963,712,Left,TRUE,0,80,8,0.66,95.04,Fake
1909,Breaking News 1909,Jane Smith,This is the content of article 1909. It contains detailed analysis and reports.,Pennsylvania,29-01-2022,New York Times,Politics,-0.11,131,5576,0,1,71.18,19375,470,Right,FALSE,0,85,3,0.09,91.11,Real
1910,Breaking News 1910,Chris Lee,This is the content of article 1910. It contains detailed analysis and reports.,North Carolina,09-12-2020,The Guardian,Technology,-0.66,469,4607,1,0,60.16,7216,140,Left,Mixed,1,65,5,0.94,23.79,Real
1911,Breaking News 1911,Alex Johnson,This is the content of article 1911. It contains detailed analysis and reports.,Florida,13-08-2023,Snopes,Sports,-0.61,917,6997,1,0,56.96,15824,554,Center,FALSE,1,25,10,0.9,2.44,Real
1912,Breaking News 1912,John Doe,This is the content of article 1912. It contains detailed analysis and reports.,Michigan,13-10-2023,CNN,Entertainment,0.94,555,2930,1,1,57.83,14905,145,Center,Mixed,0,5,10,0.95,25.47,Real
1913,Breaking News 1913,Jane Smith,This is the content of article 1913. It contains detailed analysis and reports.,Arizona,10-08-2021,BBC,Business,0.5,200,6462,0,0,47.9,3371,151,Left,TRUE,1,69,3,0.21,51.53,Fake
1914,Breaking News 1914,Chris Lee,This is the content of article 1914. It contains detailed analysis and reports.,Wisconsin,18-09-2023,The Guardian,Health,0.26,455,7720,0,0,45.24,30116,558,Right,TRUE,1,3,10,0.38,28.65,Real
1915,Breaking News 1915,John Doe,This is the content of article 1915. It contains detailed analysis and reports.,Wisconsin,02-12-2021,CNN,Health,-0.78,485,7929,0,1,32.1,36567,876,Left,FALSE,0,69,10,0.38,14.88,Fake
1916,Breaking News 1916,Chris Lee,This is the content of article 1916. It contains detailed analysis and reports.,Maryland,08-11-2022,Reuters,Health,0.58,317,7340,0,1,43.45,39514,576,Left,FALSE,0,42,7,0.62,9.29,Fake
1917,Breaking News 1917,Chris Lee,This is the content of article 1917. It contains detailed analysis and reports.,California,29-12-2022,The Guardian,Entertainment,-0.68,121,4212,0,0,61.58,25921,908,Right,FALSE,0,90,2,0.75,78,Fake
1918,Breaking News 1918,Alex Johnson,This is the content of article 1918. It contains detailed analysis and reports.,Michigan,12-07-2020,InfoWars,Politics,-0.06,681,1910,1,0,31.1,34217,464,Center,FALSE,0,30,6,0.33,17.28,Fake
1919,Breaking News 1919,Alex Johnson,This is the content of article 1919. It contains detailed analysis and reports.,California,14-08-2022,The Guardian,Entertainment,-0.67,453,7807,1,1,77.64,47564,87,Right,TRUE,1,47,1,0.8,57.29,Real
1920,Breaking News 1920,Emily Davis,This is the content of article 1920. It contains detailed analysis and reports.,Michigan,06-01-2023,Reuters,Politics,0.28,694,1706,1,1,46.2,41249,627,Left,TRUE,0,25,8,0.18,61.5,Real
1921,Breaking News 1921,Chris Lee,This is the content of article 1921. It contains detailed analysis and reports.,California,26-08-2022,The Guardian,Sports,-0.68,1488,4411,0,1,56.74,29715,893,Left,FALSE,0,69,1,0.14,40.73,Real
1922,Breaking News 1922,Alex Johnson,This is the content of article 1922. It contains detailed analysis and reports.,Virginia,26-05-2023,The Guardian,Politics,-0.91,1185,6987,1,1,35.08,27588,179,Center,FALSE,1,6,6,0.65,48.06,Fake
1923,Breaking News 1923,Emily Davis,This is the content of article 1923. It contains detailed analysis and reports.,Massachusetts,10-06-2022,Washington Post,Politics,-0.05,199,1280,0,1,37.61,49364,269,Right,FALSE,0,83,2,0.11,5.58,Fake
1924,Breaking News 1924,Alex Johnson,This is the content of article 1924. It contains detailed analysis and reports.,Florida,04-09-2023,CNN,Business,0.61,260,6206,0,0,40.13,16093,502,Center,Mixed,1,59,5,0.66,72.33,Real
1925,Breaking News 1925,Emily Davis,This is the content of article 1925. It contains detailed analysis and reports.,Ohio,23-04-2022,InfoWars,Politics,-0.08,1335,6466,1,0,73.4,45909,968,Center,FALSE,0,83,2,0.9,79.64,Fake
1926,Breaking News 1926,Emily Davis,This is the content of article 1926. It contains detailed analysis and reports.,Maryland,18-07-2023,Daily Mail,Technology,0.65,501,5870,0,0,55.03,4869,639,Left,TRUE,1,53,10,0.61,14.54,Fake
1927,Breaking News 1927,Emily Davis,This is the content of article 1927. It contains detailed analysis and reports.,Washington,03-11-2021,Fox News,Business,-0.15,1476,583,0,1,49.7,14121,406,Right,Mixed,0,80,8,0.5,33.01,Real
1928,Breaking News 1928,John Doe,This is the content of article 1928. It contains detailed analysis and reports.,Maryland,21-05-2023,InfoWars,Politics,0.87,151,1259,0,1,40.81,38269,328,Left,Mixed,1,26,1,0.94,93.9,Fake
1929,Breaking News 1929,John Doe,This is the content of article 1929. It contains detailed analysis and reports.,Massachusetts,16-01-2023,The Guardian,Business,-0.06,1379,7759,1,0,45.58,20903,158,Center,TRUE,0,31,10,0.14,96.35,Real
1930,Breaking News 1930,Alex Johnson,This is the content of article 1930. It contains detailed analysis and reports.,Pennsylvania,19-03-2022,BBC,Entertainment,0.45,361,5113,1,0,77.03,46988,602,Right,TRUE,1,87,8,0.27,8.24,Fake
1931,Breaking News 1931,John Doe,This is the content of article 1931. It contains detailed analysis and reports.,Missouri,29-06-2022,Breitbart,Health,0.83,480,7682,0,0,50.41,36942,809,Left,FALSE,1,96,1,0.85,30.21,Real
1932,Breaking News 1932,John Doe,This is the content of article 1932. It contains detailed analysis and reports.,California,12-05-2022,CNN,Politics,0.22,1395,560,1,1,66.16,30147,214,Left,TRUE,0,43,2,0.35,56.09,Fake
1933,Breaking News 1933,Emily Davis,This is the content of article 1933. It contains detailed analysis and reports.,New Jersey,02-07-2022,Fox News,Technology,0.81,754,2978,1,0,66.4,12548,784,Center,Mixed,0,80,4,0.03,83.09,Fake
1934,Breaking News 1934,John Doe,This is the content of article 1934. It contains detailed analysis and reports.,North Carolina,03-10-2023,The Onion,Health,-0.67,919,6864,0,0,64.04,22587,779,Left,TRUE,0,43,7,0.65,57.55,Real
1935,Breaking News 1935,Jane Smith,This is the content of article 1935. It contains detailed analysis and reports.,Illinois,04-08-2020,InfoWars,Health,-0.22,383,5522,0,0,77.88,18149,715,Right,Mixed,0,42,7,0.86,15.32,Real
1936,Breaking News 1936,Alex Johnson,This is the content of article 1936. It contains detailed analysis and reports.,Maryland,31-03-2023,Washington Post,Sports,-0.31,614,6146,1,1,77.07,17582,103,Right,TRUE,0,75,9,0.54,96.1,Fake
1937,Breaking News 1937,Jane Smith,This is the content of article 1937. It contains detailed analysis and reports.,Missouri,29-07-2023,The Guardian,Technology,-0.02,464,6373,0,1,31.68,25504,869,Left,Mixed,0,60,2,0.2,58.51,Fake
1938,Breaking News 1938,Jane Smith,This is the content of article 1938. It contains detailed analysis and reports.,Maryland,18-10-2021,HuffPost,Business,0.07,634,6717,1,0,69.92,36940,994,Right,Mixed,0,42,9,0.38,60.8,Fake
1939,Breaking News 1939,Chris Lee,This is the content of article 1939. It contains detailed analysis and reports.,Michigan,03-12-2021,Breitbart,Entertainment,-0.79,492,6250,0,0,33.7,1236,971,Center,TRUE,1,28,2,0.6,98.91,Fake
1940,Breaking News 1940,Chris Lee,This is the content of article 1940. It contains detailed analysis and reports.,Florida,13-09-2023,Washington Post,Health,0.17,919,519,1,1,58.35,34408,108,Right,Mixed,1,84,5,0.39,23.73,Fake
1941,Breaking News 1941,Alex Johnson,This is the content of article 1941. It contains detailed analysis and reports.,Arizona,21-02-2023,Reuters,Politics,0.07,106,3151,0,0,71.85,43382,518,Right,FALSE,1,99,6,0.27,57.44,Fake
